id,username,location,text,sentiment
23,Free Northerner,British North America,That wouldnt even be a possibilityA 100 death rate after 30 days with Omicron spread is basically the entire w httpstcozEQc3xPEZV,-0.5994
24,Michael Ian Sugrue,Vermont,RT RobertKennedyJr Faucis vaccinecentric policies have given America more COVID deaths  cases than any other nation With 42 of glob,0.0
25,Impact Hub Ottawa,"Ottawa, Canada",RT VaxHuntersCan CA Looking for a COVID19 vaccine at your local pharmacy Its time for a PHARMACY ROUND UP Check out these booking w,0.0
26,Noel,"Waterfalls, Harare",RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
27,🇮🇳Ashish Kumar Barpanda @Jai_Jagannath🙏,Odisha/India 🇮🇳,RT NaveenOdisha Glad to share that Odisha has crossed a significant milestone in the fight against COVID19 by administering more than,0.5267
28,Steve Benedict,"Montana, USA",minus55 Mildenpk benshapiro For every provaccine tweet he puts up 40 antivaccine,0.0
29,Emma Weisblatt,Outside when possible. ,RT trishgreenhalgh VACCINESPLUS1 Unequivocally declare COVIDisAirborne 2 Highquality masks in all indoor spaces3 Improve air qu,0.4404
30,Meta (née J.R.R. Token) 🙂,At dawn look to the east,Reed44229538 OrionBelt10 r3v3r4 MikeCar41722884 His whole point is that people should elect to take the vaccine httpstco8NudSARx6C,0.0
31,Sue Reeve ♥️🧡💛💚💙💜🇪🇺🏳️‍🌈🕊️🕷️,Glasgow environs.,RT TravellingTabby httpstcopFl7I2T576Over 3 million people in Scotland about 55 of the population have now had a third  booste,0.0
32,Danny Craig,"South Park, San Diego, CA",RT RepThomasMassie Everyone knows the vaccine is not 100 safe and it is not 100 effectiveAfter we admit those facts we can have a r,-0.4871
33,420bongos,Australia,RT RepThomasMassie Everyone knows the vaccine is not 100 safe and it is not 100 effectiveAfter we admit those facts we can have a r,-0.4871
34,Twila Jessop,"North Carolina, USA",RT RealCandaceO Big Pharma minted 9 new billionaires by creating a vaccine and then colluding with Big Government to force healthy people,0.4019
35,LOVISH.U.M.3600,"Denver, CO",RT KyleClark The NationalWestern Stock Show received an exemption from the states COVID19 vaccine requirements for visitors The stock,0.0
36,Yes for EU #Indy+ EU membership,Edinburgh,RT lewisgoodall Talk of 4th round of boosters but really important to remember many countries have barely begun with two doses More tha,0.3898
37,Keegan J. Sard,Monaco,Politicians that vote for vaccine mandates will be charged with war crimes one day just like the others,-0.5411
38,Reform UK,United Kingdom,RT talkRADIO Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for fl,-0.296
39,Billy,,RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
40,Bruce Bee,#BrexitBritain,mhdksafa I think the term vaccine might be a bit confusing there I mean they didnt discover bacteriamicroorga httpstcoCKUp6vRuAL,-0.2263
41,Skott1020,,jonkay I dont think Shree and others at the Star will mention how useless the vaccine passport system has become httpstcoVzlCQNiYlL,-0.4215
42,Prakash,"Maharashtra, India",RT VpNavanita So my son went to get his first vaccine the drive for kids begin today and realized that the vaccine had already expired i,0.0
43,tammy dreyer. 🔔,,RT joncoopertweets A GOP activist in California who was an ardent and vocal opponent of vaccine mandates died this week of Covid19 She,-0.128
44,Zach 🧀,"New York, USA",RT YALiberty NEWS The CDC now says Pfizer vaccine recipients should get their booster after just 5 months httpstco6BprbJY8LF,0.0
45,Danielle Sweeney,"Baltimore, MD",Pfizer CEO says fourth Covid vaccine doses may be needed sooner than expected due to omicron httpstcoxWPFM6y9sh,0.0
46,The Life of an Average Joe Podcast,,RT wfaa Starbucks says its US workers must be fully vaccinated by Feb 9 or face a weekly COVID testing requirement httpstcoRBZx6,0.0
47,Nick Abou Risk,,MarkGermaine hpscireland Includes those classified as partially vaccinated selfreported 1 dose selfreporte httpstcooMkoBhXmC4,0.0
48,Kneel Doncaster,,Rogue74 joco2014 ourkaty AlanMur67591225 The vaccine is the issue not the virus Is the cure worse than the d httpstcoyc61MnwlOo,-0.5255
49,Giorgio Ascanio 🖤💙 e Renziano!!!,"Roma, Lazio",DjokerNole No its not fair you will be a great tennis player but with this story of refusing the vaccine and s httpstco2tM3zbfqBB,-0.4733
0,Nicola Hope,"England, United Kingdom",RT drajm Your triple dose vaccine is pretty good for protection against severe omicronHowever when the hospitals are overwhelmed as m,0.5719
1,Freudian Slit,,An old lady I know tried to show me an antivaxx meme Linda I been had the juice The vaccine and I are one,0.0
2,James Martin,,waynetownsbcfc mattletiss7 I said that no vaccine is 100 effective which i stand by I havent listened to any httpstcoRi80j1iQpU,0.2263
3,#PlayoffRy,"Minnesota, USA",CraftedCocktail sisaacwork emtgirl2015 Danny57937327 MaryAnnAhernNBC Immunity isnt provided in every vaccine httpstcoJz7FGBufUw,0.0
4,Mitch Morawetz,"Orono, ON",RT joewarmington When will vaccine deliver results So far doubletriple vaccinated and vax free are contracting Covid19 at a record,0.5106
5,Reuters Health,,French government officials on Tuesday vowed to enact by midJanuary as planned a law to block unvaccinated people httpstcoDFoEN4mH6b,-0.4404
6,Politics Polly,,RT clauderoumain Navy SEALS Achieve Stunning Victory in Americas Fight Against Vaccine Mandates httpstcoGLNambCWCM,0.0
7,Eddie Hughes MP,"Walsall, West Midlands",RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
8,Starry Messenger 🌒,"Sacramento, CA",RT AmandaRenteria Todays good news Potential aggressive breast cancer vaccine  httpstcoeB7wBsVgf6,-0.4767
9,📵 QR Weigeraar,Online,RT TonyHinton2016 Fourth Covid jab We cant vaccinate the planet every six months says JCVI chief So even the most pro vaccine scienti,0.0
10,colbi✌💚💛❤,,kailliemarie TheWatc38863578 ItsNaveTaylor h3h3productions Heart inflammation in 25 of natural infections whi httpstcoEBertBbvjt,0.7717
11,survivors unite at last,everywhere,RT ErinMcGreehan Happy to have registered all my boys for the vaccine Registration is now open for 511 year olds  More info on https,0.7835
12,octavia bright,London,I dont know how to describe the feeling of walking past Piers Corbyn on a mic ranting about Covid being a conspira httpstcoDw7mtQoixN,0.128
13,mary saw,,RT K78016924 Shocking New Video By Canadian Doctors Shows Massive Fraud In Pfizers Clinical Trials For Its Vaccine  The COVID WorldIt,-0.7579
14,🇺🇸TradeWarrior🌐,,unusualwhales We will continue having new variants until a true vaccine is created that stops the contractionspr httpstco6zsOxohEmZ,0.4939
15,Santi Obcena,"Quezon City, Manila",SEMENDEM0N666 She got Jannsen as her main vaccine so anything above that is okay I dunno know yet what theyll a httpstcoMDNyRbivQg,0.2263
16,Mike Lang,United States,RT thebradfordfile I cant help but crack up every time I read a triplevaxxed celebrity with covid thanking the vaccine,-0.1603
17,miesiac,she + he ,RT OrdinaryGamers how fucked up is the booster system that i can request one type of the vaccine and they just lie to you when jabbed and,-0.6597
18,JRoc,,zjp3016 HamblinHambli14 NHRunDad FreedomLovingM1 ShannonBream Lol They had to change the definition of vaccin httpstcoomVFoEzyOF,0.4215
19,🏴‍☠️Brenda from 6’ away 😷,"Arkansas, USA",RT RVAwonk Orange County Deputy District Attorney Kelly Ernby a leader within the local Republican Party has died suddenly a week afte,-0.2263
20,David,,staydowndeep CP24 Inject water to people would have same effect as vaccine without any side effects,0.0
21,Russ Hjelm,,williamlegate They need the 5G to turn on the nanobots put into our bloodstreams by the vaccine right,0.0
22,Haynes Motor Museum,"Sparkford, Nr Yeovil, Somerset",RT emilymcf If increased immunity and protecting your loved ones and community wasnt enough of a reason to get your Covid booster do,0.7184
23,Title Town Tampa,,VickyNguyenTV CurtisHouck doesnt NYC have some of the strictist mask and vaccine rules yet has the worst numbers,-0.6249
24,Dr. Susan Bushinski ~ End Fillabuster 4 V Rights,Belleville Michigan ,RT svdate Seems obvious by now but if you are able to take the vaccine you should take the vaccine,0.0
25,มอบใจไปเป็นติ่งแฮร์ริสค่ะ,,You might think RE WTRC is ended in USA but notheres still get a little money and going onwith 16937037wit httpstcoM0fRQ5kRws,-0.4215
26,Peter Townsend,North-East England,RT SikhForTruth Vaccine passports dont set you free they fundamentally transform the power dynamics between you and the state Ultimate,0.6597
27,Zakriya Shahid,Planet Earth 🌍 ,RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
28,CovfefeForT,"Massachusetts, USA",RT repdarrellissa President Biden Stop your war on our military End your vaccine mandate,-0.7269
29,LEX 18 News,"Lexington, Kentucky",The CDC updated recommendations for booster shots saying that people should now seek out a third dose of the Pfize httpstcojQglyv5RAH,0.0
30,CharLiam1958🎸♊🇬🇧🇵🇭,,RT davidkurten Coerced injections of experimental mRNA without informed consent are unquestionably wrong such as the Johnson regime firi,-0.7404
31,Honk a Li'l,On the rail,RT kibblesmith If you need a gun to protect your family in a life or death situation have I got a vaccine for you,-0.5719
32,"last kass-mass, i gave u my ❤️ (she/they) ⚰️🕊️","🔞🚫TERF/SWERFs, antis, MAPs.",RT UncvrngTheTruth Antivaxxer freedomloving Kelly Ernby an Orange County GOP DA who ran for state Assembly has died from Covid Kel,-0.5574
33,Hunter Cullen,"Bloomington, IN",RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
34,David T Hosbein,"Roseville, CA",RT KevinKileyCA Los Angeles now has by far the most cases per capita in California The highly scientific regimen of vaccine passports an,0.0
35,Matt Frank,,RT MattF888 MaximeBernier fordnation They failed the peopleit should not be allowed Constant rounds of lying and not coming clean t,-0.8384
36,"Lolo *★,°*:.☆(￣▽￣)/$:*.°★* 。",he/she/they 19,RT bigikefan7000 IM CURRENTLY ON MY 11TH VACCINATION I NEED TO BE STRONGER FOR IKE HE WOULD HAVE GOT THE VACCINE I KNOW IT BUT I CAN,0.2884
37,Mike Frog LeCroy 🚫🍊🥔🤡,,johnpavlovitz Chicken pox while overseas on Navy deployment I was given the Smallpox vaccine 3 times and it never httpstcoVjagqJJcTs,0.0
38,ℂ𝕙𝕠𝕚𝕔𝕖𝕤 𝕄𝕒𝕥𝕥𝕖𝕣 𝟚𝟜/𝟟📵🚗,🇺🇸🌞😎🌴,If you smokevape cigarettes around children amp other nonsmokers youre exposing them to toxicities that cause il httpstcoyY9xAXPztV,-0.2732
39,TeaJenny🙂🌸,North Wales,RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
40,Astrid Lavalette🌹,Nederland,RT MarketWatch Starbucks says its US workers must be fully vaccinated by Feb 9 or face a weekly COVID testing requirementhttpstc,0.0
41,JB,Hyperbolic Time Chamber ,RT BuckSexton The vaccine passport system in NYC is 4 months old and it abjectly failed to stop or even lessen the spreadSo of cours,-0.6705
42,lazaros,Deutschland Frankfurt,RT nypost Judge blocks Pentagon from punishing Navy SEALs who refused COVID vaccine httpstcogp1FWfjusx httpstcoK5KwCK6qtJ,-0.7717
43,Rupert Rowberry,,10DowningStreet BorisJohnson CMOEngland uksciencechief In a nutshell Vaccine rollout get your booster wat httpstcoudTOk5Er1O,0.0
44,Brianna 🤍💚🏹💜🖤,"Minneapolis, MN",RT MauraTwit2 Look at the MplsHealthDept feed  Its just retweeting other public health accounts  Gee thanksAs far as I can see the,0.4926
45,Crazy Joey,Milano,lavernspicer PS Joey you were messed up long before the Moderna vaccine,-0.4003
46,The Name Is Gabe,"Ottawa, Ontario",RT UbakaOgbogu A vaccine trial participant feels let down rightly so by Moderna using his sacrifice and that of others for hypergree,0.0
47,Crimes Against Humanity,,RT janetteloftus Israeli People Committees Report Find Catastrophic Side Effects Of Pfizer Vaccine To Every System In Human Body  Grea,-0.4939
48,KNST,"Tucson, AZ ",New York Teacher Arrested For Allegedly Injecting Minor With COVID Vaccine httpstcoIZUYzuKKcw,-0.4767
49,KeepingItReal,,RT RepThomasMassie Everyone knows the vaccine is not 100 safe and it is not 100 effectiveAfter we admit those facts we can have a r,-0.4871
0,John,"Los Angeles, CA",RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
1,NewsPlayer+,Elstree,On httpstcowrYHBc6QBr  Eccentric French twins die of Covid19 after refusing vaccine httpstco5nGurCIDZw httpstcoes10dzvy56,-0.765
2,Arthur 'control group'🌸,,Do you really think that insurance and liability allows AustralianOpen to mandate a vaccine policy do you really httpstcoG6OhzFyJkB,-0.2023
3,David Canseco,Los Angeles,RT kibblesmith Starting to hear about fully vaccinated dead people and if you think that means you dont need to try getting the vaccine,-0.6786
4,Catholic State Advocate,"UK, Christendom",RT 1Pr0p0rt10n2 The Trusted News Initiative was  aimed at resisting incursion into our political system from offshore political intere,0.4767
5,billhughes,,RT BuckSexton The vaccine passport system in NYC is 4 months old and it abjectly failed to stop or even lessen the spreadSo of cours,-0.6705
6,delphiknow,,RT PrisonPlanet The developer of an implanted microchip that is linked to a COVID vaccine passport says that the mass chipping of humans,0.0
7,Geralt,,Thanks Texas injuction Fir stopping mandates and then20 other states that are filing suits  The vaccine is not httpstcocRxnT2dnkz,0.3182
8,lynda edwards,,RT kitdelgadoMD rheumcat PatriciaMattins Sorry I feel bad and realize that the first tweet in the thread was insensitive and not go,-0.6908
